frame,roi_px,total_px,roi_ratio_pct,full_base_psnr,full_adap_psnr,full_base_mse,full_adap_mse,roi_base_psnr,roi_adap_psnr,roi_base_mse,roi_adap_mse
500,373255,2073600,18.000337577160494,49.168742910440166,43.61748395053465,3.1478928576689214e-05,0.00011301753693260252,52.28600453908777,65.39317997394743,1.535655428597238e-05,7.508898534069885e-07
510,333165,2073600,16.066984953703702,48.76483941326476,43.52056968794586,3.4756561944959685e-05,0.0001162689586635679,53.32860356668682,66.13010575526962,1.2152353519923054e-05,6.375440193551185e-07
520,286721,2073600,13.827208719135802,49.50234686882809,43.1965619461014,3.5502762329997495e-05,0.0001516493794042617,54.02815991235646,66.23969955407264,1.2522205906861927e-05,7.525352998527524e-07
530,235247,2073600,11.344859182098766,47.56956289895822,41.72151827443593,3.735140853677876e-05,0.0001435857848264277,49.779901742048565,62.7910060723191,2.2452933990280144e-05,1.122438789025182e-06
540,180817,2073600,8.719955632716049,47.57406960395221,45.14704914624496,3.6765970435226336e-05,6.429068889701739e-05,48.78575206759649,61.83384094023829,2.7814918212243356e-05,1.3786972203888581e-06
550,135230,2073600,6.52150848765432,53.18142300825255,52.39822961792758,2.915734330599662e-05,3.4919441532110795e-05,53.23030788135716,67.66748722750472,2.883098386519123e-05,1.0378665820098831e-06
560,92044,2073600,4.4388503086419755,32.165644383702876,32.06492942221955,0.002443636069074273,0.0025009673554450274,41.14496649584959,41.65444345068913,0.00030910377972759306,0.0002748885308392346
570,55842,2073600,2.692997685185185,32.1455809762515,32.06805255333984,0.0011291307164356112,0.0011494684731587768,42.372196137631455,49.11499522003619,0.00010717233817558736,2.268834396090824e-05
580,40721,2073600,1.9637827932098766,35.50284394765147,35.44995465606285,0.0004284719470888376,0.000433721870649606,42.0440075267807,57.829998970833365,9.50180328800343e-05,2.5073034066736e-06
590,38674,2073600,1.8650655864197532,39.72938638621228,39.7150040929838,0.00016319240967277437,0.00016373374091926962,42.263515539397424,60.88989006782271,9.105148637900129e-05,1.2492506584749208e-06
